,ID,X,Y,Q_R_4_0_0,Q_R_4_0_1,Q_R_4_0_2,Q_R_4_0_3,Q_R_4_0_4,Q_R_4_0_5,Q_R_4_0_6,Q_R_4_0_7,Q_R_4_0_8,Q_R_4_0_9,Q_R_4_1_0,Q_G_3_0_0,Q_G_3_0_1,Q_G_3_0_2,Q_G_3_0_3,Q_G_3_0_4,Q_G_3_0_5,Q_G_3_0_6,Q_G_3_0_7,Q_G_3_0_8,Q_G_3_0_9,Q_G_3_1_0,Q_B_2_0_0,Q_B_2_0_1,Q_B_2_0_2,Q_B_2_0_3,Q_B_2_0_4,Q_B_2_0_5,Q_B_2_0_6,Q_B_2_0_7,Q_B_2_0_8,Q_B_2_0_9,Q_B_2_1_0,Q_NIR_8_0_0,Q_NIR_8_0_1,Q_NIR_8_0_2,Q_NIR_8_0_3,Q_NIR_8_0_4,Q_NIR_8_0_5,Q_NIR_8_0_6,Q_NIR_8_0_7,Q_NIR_8_0_8,Q_NIR_8_0_9,Q_NIR_8_1_0,AREA,GEOM_R1,GEOM_R2,GEOM_R3,GEOM_R4,CONTRUCTIONYEAR,MAXBUILDINGFLOOR,CADASTRALQUALITYID,CLASE
95851,D728EE763F562DDA,2217091947,165688001,0.0,301.99934387207,462.999267578125,591.002166748047,706.997802734375,816.005004882812,935.002319335938,1073.99896240234,1266.998046875,1591.99560546875,9086.30061596756,0.0,286.000930786133,416.999847412109,517.996643066406,600.999816894531,682.997314453125,766.0056762695309,863.998870849609,999.0027465820309,1249.00335693359,7965.63560717942,104.0,385.00016784668,433.00045776367205,465.000198364258,494.0,523.000152587891,551.999938964844,586.000213623047,631.998107910156,706.00048828125,1480.2829766235502,5.66696871828754e-06,637.006408691406,907.0,1082.00622558594,1242.99951171875,1399.0029296875,1569.99353027344,1750.99353027344,1970.00244140625,2305.49780273438,8862.97362329253,154.826987477958,0.54195038549507,0.0733675715389969,0.0477099236642069,0.6502862594933759,1975,3.0,4,OFFICE
95889,CF10C67CA0ACA505,2218031768,165599222,0.0,297.000085449219,472.997723388672,624.000036621094,759.000366210938,896.9996948242191,1049.99663085938,1224.99865722656,1437.99482421875,1738.9992797851598,5902.16788265685,0.0,309.001284790039,440.003515625,544.999169921875,637.9996337890619,724.995758056641,814.9998168945309,933.998016357422,1094.99838867188,1375.99685058594,5601.71729512797,39.00254440307621,319.000122070312,400.000061035156,454.999942016602,503.000122070312,540.000640869141,572.0,609.000061035156,669.00009765625,793.99951171875,1866.9840417188102,4.40659488065709e-11,697.999237060547,952.9994506835941,1151.00463867188,1336.0038330078098,1527.00592041016,1711.00966796875,1908.99444580078,2128.00112304687,2446.9998046875,6215.24100340362,820.989450101966,0.48589325600482003,0.0277158021651994,0.0213538330129919,0.7704569720087059,2008,3.0,2,OFFICE
95891,691D1FD315C113FC,2199488332,165707708,0.0,211.000427246094,315.00018310546903,439.999816894531,571.00048828125,716.004974365234,879.9982299804691,1066.99365234375,1294.00244140625,1658.98876953125,5182.0263160403,0.0,289.002471923828,371.001098632812,451.998382568359,538.9976806640619,631.0010986328119,739.0009155273441,862.001983642578,1024.01599121094,1283.99230957031,4972.184278442971,23.000185012817397,198.00012207031202,317.00018310546903,394.000091552734,454.000061035156,496.000076293945,538.000427246094,578.999664306641,623.999938964844,701.001617431641,1456.3584482422198,1.70430336510208e-11,742.002532958984,1074.99731445312,1328.01153564453,1537.01220703125,1730.00146484375,1922.99572753906,2126.99072265625,2367.9873046875,2742.990234375,5698.20514416516,126.458749998779,0.421826976548753,0.0606428138325895,0.0550055005499002,0.907040703977693,1947,4.0,5,OFFICE
95900,EAF0982BCB22C3DC,2204358886,165296993,0.0,487.998968505859,673.003686523438,819.994921875,956.0005249023441,1090.99957275391,1242.20708007813,1437.9970214843697,1699.99624023437,2214.99809570312,6656.6315546827,2.90487355414371e-06,412.003787231445,557.999169921875,667.000500488281,770.000048828125,867.0000610351559,983.2067382812511,1130.99753417969,1368.00610351562,1878.00098876953,6702.31435124025,281.000274658203,443.00003051757795,485.000183105469,518.0,552.0001220703119,593.999938964844,645.000183105469,726.0006713867191,860.999914550781,1214.30017089844,5039.3203217188,1.29680938698584e-05,782.0089782714841,1059.00151367188,1281.00404052734,1466.00222167969,1646.00250244141,1827.204296875,2043.9916015625,2336.5927734375,2865.00703125,6700.97119697402,820.2572282433811,0.0100616953803163,0.00298971090989051,0.004102909167747079,1.37234310988862,1967,11.0,6,OTHER
95924,A47E16C13972D2E7,2201726594,165609318,0.0,385.00099487304703,580.00576171875,737.0044494628909,873.996459960938,1005.99877929688,1141.0017578125,1296.99708251953,1505.99675292969,1822.99403076172,5364.80315727114,0.0,346.996734619141,495.997705078125,602.000579833984,701.000646972656,795.999267578125,889.995288085938,995.997448730469,1138.00170898438,1387.00281982422,5534.49636729078,99.0009613037109,483.99996948242205,521.000341796875,547.000183105469,570.000061035156,591.9998779296881,615.798437499999,643.000183105469,682.0001220703119,754.700115966798,2182.96698171878,7.40101209484312e-12,558.0041015625,809.008312988281,1002.0092102050801,1175.0001953125,1327.99688720703,1486.79572753906,1666.1049560546899,1884.99406738281,2220.99013671875,5544.67048468287,407.917105250187,0.6171911425156479,0.0375375375366977,0.0403071404100605,1.07378222054804,1972,1.0,2,OFFICE
95935,87ED3E0CA89E9EFC,2216185668,165396732,2.65154653789068e-06,424.999923706055,603.000732421875,741.999908447266,873.9994506835941,1007.99853515625,1144.99938964844,1291.99829101562,1481.00524902344,1775.00634765625,6075.4448876466895,3.05315666082606e-06,437.000366210938,561.00146484375,655.000091552734,740.000854492188,832.99951171875,938.01123046875,1054.00085449219,1189.99938964844,1429.00048828125,6035.35593669514,54.000736236572294,358.00016784668,425.00003051757795,477.99983215332,522.999816894531,565.999786376953,621.999816894531,691.999359130859,776.0,919.999877929688,1764.67711921387,0.0,895.006134033203,1159.00109863281,1357.99853515625,1536.00109863281,1723.0,1919.99353027344,2133.99523925781,2398.99096679688,2807.99719238281,6462.86185212417,2345.61618285743,0.256876800335874,0.00965241648239905,0.0113457152906248,1.17542744983222,1972,4.0,4,OTHER
95949,866E56788B439DCC,2217839829,165600523,0.0,297.000085449219,472.997723388672,624.000036621094,759.000366210938,896.9996948242191,1049.99663085938,1224.99865722656,1437.99482421875,1738.9992797851598,5902.16788265685,0.0,309.001284790039,440.003515625,544.999169921875,637.9996337890619,724.995758056641,814.9998168945309,933.998016357422,1094.99838867188,1375.99685058594,5601.71729512797,39.00254440307621,319.000122070312,400.000061035156,454.999942016602,503.000122070312,540.000640869141,572.0,609.000061035156,669.00009765625,793.99951171875,1866.9840417188102,4.40659488065709e-11,697.999237060547,952.9994506835941,1151.00463867188,1336.0038330078098,1527.00592041016,1711.00966796875,1908.99444580078,2128.00112304687,2446.9998046875,6215.24100340362,336.123374990439,0.429110834637302,0.0327332242227855,0.0390015600624697,1.19149765990118,1964,4.0,6,OFFICE
95972,530ABCB4F17EBDF1,2217202927,165765800,0.0,341.99918518066397,508.998687744141,644.999682617188,767.9998046875,889.0016479492191,1019.9926513671901,1173.99932861328,1378.98896484375,1688.00081787109,7106.76951825523,0.0,333.000500488281,457.000579833984,554.002337646484,642.00322265625,726.998321533203,816.000122070312,924.001354980469,1076.00200195313,1327.00112304687,7081.59158779619,83.0000686645508,389.000668334961,436.0,471.0,503.000152587891,540.0001220703119,581.0,622.000061035156,667.9998779296881,757.9998596191409,1445.1845699306198,9.84229882305954e-06,762.999639892578,1029.999609375,1232.00155029297,1412.0033691406197,1591.50628662109,1767.00205078125,1955.9954467773398,2189.0041015625,2570.99506835938,6719.04003040151,555.082100872037,0.286626184498218,0.0304279693893318,0.0169701495070435,0.557715478476632,1954,4.0,5,OTHER
96002,43CDBA5220FEA901,2203383300,165494472,1.10584744561493e-06,445.99963684082,634.001171875,780.0005676269529,902.004052734375,1025.99700927734,1157.99768066406,1304.9995849609402,1501.00266113281,1830.99892578125,7098.50490514212,2.38592565438012e-06,383.999710083008,528.000317382812,633.998870849609,724.998217773438,811.000366210938,901.9990600585941,1010.99600219727,1162.00043945312,1438.00383300781,6630.66192358027,147.000473022461,461.0,493.000122070312,522.9998779296881,550.000061035156,575.999938964844,604.999816894531,647.0001220703119,707.000122070312,825.000891113281,2962.3015461744103,1.0630867109284699e-05,631.9981262207029,889.0021362304691,1084.9992431640599,1259.98872070312,1432.5012207031198,1619.9985595703101,1835.9957641601602,2120.993359375,2545.99775390625,6803.87510676301,599.198677491063,0.6072280663193629,0.0274423710191448,0.0369283036983797,1.34566738685288,1964,6.0,4,OFFICE
96022,D354BFD784C2916C,2232526912,165612744,0.0,388.001147460937,584.004370117187,743.9978576660159,891.000598144531,1042.50518798828,1201.99926757812,1378.99869384766,1613.99755859375,1969.2952514648398,10280.3128300605,1.54846884470317e-06,348.007833862305,490.998822021484,600.001416015625,702.0018920898441,799.999114990234,909.996228027344,1040.00717773438,1223.60551757813,1558.99973144531,9770.16144369595,54.000789642334006,402.00003051757795,475.999938964844,524.999938964844,570.000183105469,607.000183105469,649.000183105469,710.999633789062,809.000158691406,1002.99995727539,2750.43842686534,0.0009393271757289769,736.00771484375,1002.0008544921901,1190.99378662109,1356.00441894531,1520.9992675781198,1692.99675292969,1877.00270996094,2113.0052734375,2474.99753417969,10952.9386145925,505.15914752607597,0.518179708116543,0.0307219662042549,0.033388981636112,1.08681135231142,1960,5.0,6,OFFICE
96027,97C9750FECDB18DB,2197695768,165521810,8.24130763632525e-11,366.000534057617,545.000183105469,698.003997802734,833.99658203125,951.001068115234,1081.99816894531,1233.00073242188,1420.00390625,1716.99359130859,6478.29678955105,2.21695994895299e-11,357.000427246094,481.99929809570295,584.997497558594,668.0023193359381,747.0023803710941,827.99951171875,921.001098632812,1046.99670410156,1271.00024414062,5777.1446477051,50.001033782959006,386.999862670898,440.99978637695295,472.999923706055,501.99996948242205,526.000061035156,550.000061035156,577.000061035156,614.000244140625,675.999816894531,1589.2634172668697,0.00025758260744623796,686.994201660156,962.006591796875,1169.99847412109,1347.00256347656,1513.99890136719,1684.99816894531,1878.99743652344,2126.00244140625,2504.00354003906,6266.75263366709,208.16386750120301,0.5519596843083411,0.057273768614097005,0.0462962962962213,0.8083333333303,1965,6.0,5,OTHER
96059,886319478FF90924,2241419049,165397996,1.34950023378266e-10,445.996835327148,680.999670410156,831.997875976562,964.995202636719,1110.00073242188,1262.9963623046901,1427.99484863281,1627.0033203125,1944.99870605469,6280.2904285308205,1.4605548130930401e-06,408.001623535156,591.0032958984381,702.999761962891,800.999853515625,902.999389648438,1019.99858398438,1154.99678955078,1325.001953125,1588.00812988281,6719.174573834971,10.0001945495605,435.99996948242205,493.000122070312,537.000128173828,575.999816894531,620.000701904297,675.0,733.000122070312,812.9984985351559,931.000158691406,1629.99638367432,4.10236225434346e-06,885.0115112304691,1222.99819335937,1467.99896240234,1654.998046875,1827.99792480469,2011.99868164062,2229.99362792969,2515.98764648438,2945.9962890625,6291.79175858949,3130.5647257099604,0.23421958014481897,0.00691747111087455,0.0108156632435083,1.56352850198472,1969,5.0,6,OTHER
96115,44B93E45C8CDF094,2200210686,165183661,0.0,596.000061035156,758.015405273438,901.001202392578,1041.00053710938,1189.99835205078,1332.0015380859402,1499.99630126953,1728.99741210938,2161.98454589844,7487.84897223227,0.0,531.0008972167971,673.999755859375,788.9999450683591,901.004467773437,1008.00030517578,1121.99890136719,1258.30880126953,1464.9994873046899,1847.0002563476603,7606.32356419973,103.00065612793001,426.999996948242,490.999908447266,541.000183105469,589.000244140625,638.999572753906,690.0000610351559,777.0000793457029,967.00029296875,1331.00086669922,3106.86420035158,0.00110636453609914,1120.99926757812,1381.00048828125,1563.00093994141,1713.99951171875,1863.99865722656,2021.99992675781,2230.00007324219,2510.99916992187,2941.99357910156,7941.24702297021,213.69133680200198,0.7955030992319091,0.0552573195289477,0.0673697826317251,1.2192010616155902,2007,6.0,5,AGRICULTURE
96136,F832FA1DA093E7B2,2225218109,165200270,0.00159882986918092,464.999868774414,585.00361328125,708.996710205078,841.000378417969,975.996337890625,1117.2033935546901,1263.99888916016,1442.0004394531197,1707.00262451172,7023.844826630981,0.0012910051736980698,515.002722167969,652.001525878906,726.997808837891,800.9999389648441,863.000030517578,946.999951171875,1055.00231933594,1191.00163574219,1411.99869384766,6653.03524345234,108.00098419189501,306.000134277344,388.000152587891,460.000723266602,512.0,558.000183105469,605.0001220703119,650.9998779296881,704.0000610351559,806.9997924804691,2261.9967498852498,0.0010900056222453698,1255.9990234375,1537.98884277344,1745.00061035156,1933.99951171875,2119.00024414062,2323.9955078125,2602.89421386719,3083.99658203125,4087.59899902344,7287.6564976766085,212.79452011867298,0.251450808530303,0.0354616216609985,0.0333222259247461,0.9396701099373191,1996,2.0,3,AGRICULTURE
96152,FCDFA75B10655F3C,2204544574,166310392,5.78667538775335e-07,258.00018310546903,386.001770019531,517.000762939453,631.99951171875,787.0017700195309,975.0004272460941,1188.99096679688,1450.99853515625,1877.9994506835899,6935.48627978653,6.583026106454779e-07,309.000045776367,409.0,500.997192382812,598.001770019531,707.0029296875,832.998779296875,984.0012817382809,1193.99597167969,1616.9873046875,7048.93696479624,25.0015163421631,199.00019073486303,273.00006103515597,332.00006103515597,395.000091552734,482.999816894531,568.999938964844,687.000213623047,877.9996948242191,1134.00042724609,3455.8377351563,0.0,1236.00744628906,1520.02551269531,1690.99945068359,1827.99560546875,1967.99658203125,2123.005859375,2306.99438476562,2568.98559570312,3014.99536132812,7822.646415528051,1837.60386499629,0.38194067147550204,0.0181885975683718,0.0114273307469418,0.628268930795014,1990,1.0,3,OFFICE
96194,DDA14F78EEECA243,2200572879,165452900,1.10584744561493e-06,445.99963684082,634.001171875,780.0005676269529,902.004052734375,1025.99700927734,1157.99768066406,1304.9995849609402,1501.00266113281,1830.99892578125,7098.50490514212,2.38592565438012e-06,383.999710083008,528.000317382812,633.998870849609,724.998217773438,811.000366210938,901.9990600585941,1010.99600219727,1162.00043945312,1438.00383300781,6630.66192358027,147.000473022461,461.0,493.000122070312,522.9998779296881,550.000061035156,575.999938964844,604.999816894531,647.0001220703119,707.000122070312,825.000891113281,2962.3015461744103,1.0630867109284699e-05,631.9981262207029,889.0021362304691,1084.9992431640599,1259.98872070312,1432.5012207031198,1619.9985595703101,1835.9957641601602,2120.993359375,2545.99775390625,6803.87510676301,9242.147238272579,0.34845374986623495,0.00815049065942681,0.004625817613262829,0.567550814614165,1940,4.0,6,OTHER
96227,B0A1EA81C37623A5,2225706617,165416875,0.0,499.700448608399,678.003564453125,806.003247070312,922.9992065429691,1040.99829101562,1162.99445800781,1308.0041259765599,1501.99501953125,1794.3012329101603,6391.97938942406,1.86188344741822e-06,424.00071411132797,567.998266601562,664.0044006347661,745.001574707031,823.0027465820309,908.0000366210941,1009.9967590332001,1146.59750976563,1382.99427490234,6445.8663033161,171.000305175781,450.000122070312,488.0,516.9998779296881,544.999816894531,571.000244140625,600.000512695313,632.000531005859,691.000122070312,816.9997131347659,2048.31169057138,5.85433372179978e-06,780.704864501953,1061.00244140625,1264.99588623047,1440.0002441406198,1602.99395751953,1765.00634765625,1956.99699707031,2195.00205078125,2561.99399414063,6480.47938855526,282.99824499563204,0.683475944006775,0.0508130081308508,0.0475296466169155,0.9353834454067321,1962,4.0,6,OTHER
96240,257CF00EAEBAAC63,2229784750,165598268,7.68862435052142e-07,459.00045776367205,638.99892578125,776.9990844726559,903.999951171875,1030.00024414062,1161.0010498046902,1313.99724121094,1496.99201660156,1763.9937866210898,6174.06401480125,0.0,402.998849487305,549.000549316406,660.000671386719,757.999108886719,853.997283935547,950.997436523438,1068.9963134765599,1218.00224609375,1447.99832763672,5917.5639134536095,218.00061035156202,429.000061035156,477.00003051757795,515.0001220703119,549.999938964844,583.0,617.999938964844,662.0001220703119,734.999499511719,862.0,1436.8209829431303,6.918669441802189e-06,852.3072937011721,1143.0028564453098,1345.9992919921901,1525.00236816406,1695.99987792969,1866.99504394531,2058.10690917969,2288.00205078125,2639.99343261719,6771.3335622267105,408.670657333363,0.23094621223914702,0.0241019028455931,0.0234469337272421,0.9728250037954649,1972,6.0,5,OTHER
96269,176E0CD9D0C66CCD,2177191589,165462070,0.0,230.00018615722698,378.405114746094,523.001739501953,646.000207519531,773.012451171875,915.998193359375,1080.99621582031,1303.9978271484401,1658.9973266601598,5423.57444043003,8.22915000031621e-12,291.999240112305,397.000726318359,490.99832458496104,583.000671386719,678.999725341797,779.003771972656,893.998876953125,1042.99577636719,1294.00472412109,5447.23767214879,68.0001983642578,252.999696350098,403.999505615234,451.999877929688,484.999810791016,513.999938964844,545.000317382812,582.000115966797,632.0005859375,719.9999572753909,1442.99730225831,6.8672720772156e-06,667.008331298828,991.0044921875,1255.00324707031,1488.00617675781,1700.00030517578,1914.99616699219,2139.00341796875,2418.00151367187,2819.29948730469,6051.3090635400595,12705.5468457991,0.404068348035239,0.00620878916194081,0.00512217672022013,0.8249880269116742,1969,6.0,5,OTHER
96275,B23C50192A1E7D60,2206247840,165981128,3.29639283336292e-06,551.998461914063,731.999133300781,879.998620605469,1020.00018310547,1158.99682617188,1289.99477539062,1422.99887695313,1599.99938964844,1848.9985839843803,3777.0637688411703,0.0014612635131925301,526.699676513672,657.0023071289061,749.9995727539059,829.9993286132809,910.001312255859,993.999267578125,1083.99936523438,1209.99816894531,1417.00235595703,3801.8074100663102,86.000732421875,366.999847412109,419.99996948242205,455.99978942871104,487.999877929688,518.999938964844,549.0,583.000244140625,638.9998779296881,734.0005676269529,1649.06010216924,49.0032615661621,1462.99910888672,1748.0019287109399,1918.9987915039103,2062.998828125,2208.00048828125,2358.00053710937,2532.99794921875,2747.00341796875,3034.99829101562,5510.00284687546,491.373049999552,0.17866021559102901,0.0209030100335099,0.017394329448585,0.832144720817713,1970,1.0,4,AGRICULTURE
96284,8217881C6B097B65,2162200160,165472192,0.000690641638357192,506.998336791992,599.001635742188,669.8986328125,750.001135253906,870.998077392578,1045.00302734375,1346.1007446289,1856.3959472656302,2700.6993652343804,6893.83551631845,0.0009557449957355859,525.000579833984,608.9990234375,668.002557373047,730.9999633789059,816.003936767578,942.001708984375,1166.9978271484401,1570.00048828125,2112.99897460938,7440.66736563014,41.0006904602051,319.999847412109,359.0,386.999877929688,421.999877929688,468.999771118164,559.999682617188,775.997265625,989.9992065429691,1184.00012207031,2802.7048265893604,0.00923462212085724,1668.0072265625,2018.0009765625,2215.99899902344,2392.00087890625,2557.99914550781,2726.99799804688,2939.00080566406,3208.3919921875,3594.99802246094,6718.55925890154,1229.34865001621,0.489773118884504,0.0211550666382432,0.0188323917137766,0.8902071563193381,1973,9.0,7,OFFICE
96318,777B7E20D47E94C6,2218401647,165403351,0.0,499.700448608399,678.003564453125,806.003247070312,922.9992065429691,1040.99829101562,1162.99445800781,1308.0041259765599,1501.99501953125,1794.3012329101603,6391.97938942406,1.86188344741822e-06,424.00071411132797,567.998266601562,664.0044006347661,745.001574707031,823.0027465820309,908.0000366210941,1009.9967590332001,1146.59750976563,1382.99427490234,6445.8663033161,171.000305175781,450.000122070312,488.0,516.9998779296881,544.999816894531,571.000244140625,600.000512695313,632.000531005859,691.000122070312,816.9997131347659,2048.31169057138,5.85433372179978e-06,780.704864501953,1061.00244140625,1264.99588623047,1440.0002441406198,1602.99395751953,1765.00634765625,1956.99699707031,2195.00205078125,2561.99399414063,6480.47938855526,395.021167495719,0.587985914545813,0.0388198757767343,0.0383435582821846,0.9877300613405059,1999,6.0,3,OTHER
96322,FF03F16DDF4CC1E3,2207559446,165696481,0.0,304.999224853516,513.00048828125,684.996545410156,844.999157714844,994.0012817382809,1150.20280761719,1329.00106201172,1549.99501953125,1884.99942626953,16232.7150565625,2.3288035996132902e-12,265.999221801758,419.00052490234395,544.0019592285161,653.998205566406,760.999389648438,867.999499511719,986.00498046875,1146.99365234375,1416.9961181640601,16721.180004180802,49.0013084411621,454.00003051757795,496.999908447266,529.0001220703119,558.999938964844,587.000061035156,613.0,641.999560546875,682.999938964844,760.000439453125,6848.52089065437,0.0,442.99716796875,700.0039672851559,914.001007080078,1112.99670410156,1285.99499511719,1467.99113769531,1663.99810791016,1908.99631347656,2260.00163574219,15766.350385400601,839.909930010908,0.7721551211168141,0.025125312496139997,0.0365898280277864,1.4562934504161,1964,10.0,3,OFFICE
96341,9ED11AC87585D95A,2220049600,165340693,4.454548616195099e-06,356.998428344727,627.001037597656,787.000518798828,907.999633789062,1040.00317382812,1205.99731445312,1439.99591064453,1751.9934082031198,2211.99072265625,6391.17309770531,2.68448957285727e-06,387.99923706054705,572.999816894531,692.999389648438,786.9992065429691,884.9988403320309,1011.9952392578099,1200.99798583984,1484.0029296875,1926.9873046875,6443.50762761297,0.0005382163799367849,307.00018310546903,452.000091552734,498.99996948242205,544.9998779296881,601.0006103515619,722.999755859375,893.9993286132809,1077.00073242188,1263.00006103516,3401.5166234376397,0.00266369222663343,976.499908447266,1219.99890136719,1423.99957275391,1594.00061035156,1751.998046875,1929.00061035156,2116.99816894531,2355.99609375,2731.98962402344,6478.46342793026,11521.330491331299,0.493490838198668,0.00669388847983295,0.0063987919080876,0.9559155231470621,1983,12.0,7,OFFICE
96342,C84A0ACB298BB234,2171764763,165455842,3.22580490097479e-10,386.998962402344,543.007788085937,656.000073242187,773.999633789062,895.998504638672,1029.9961669921902,1209.00152587891,1448.99560546875,1837.0019165039103,5925.849597682471,5.34828847875701e-11,387.999829101563,503.999951171875,592.002526855469,678.798962402345,770.997833251953,873.998937988281,1004.00169677734,1184.00490722656,1494.29714355469,5666.72288360582,82.0000228881836,301.999908447266,361.99996948242205,421.999877929688,481.999938964844,544.000671386719,601.0,666.000061035156,732.0000610351559,905.001574707031,2316.60343108177,0.00141626934055239,1111.00346679688,1410.99924316406,1619.0009765625,1776.00180664063,1921.99981689453,2068.99702148438,2249.00256347656,2469.5974609375,2820.00217285156,6351.60062828143,34.2509649927076,0.49242853156825805,0.119617224902237,0.12019230769220698,1.00480769212327,1972,2.0,6,RETAIL
96354,86CA30E0DE1FFE9B,2202971825,165679896,0.0,304.999224853516,513.00048828125,684.996545410156,844.999157714844,994.0012817382809,1150.20280761719,1329.00106201172,1549.99501953125,1884.99942626953,16232.7150565625,2.3288035996132902e-12,265.999221801758,419.00052490234395,544.0019592285161,653.998205566406,760.999389648438,867.999499511719,986.00498046875,1146.99365234375,1416.9961181640601,16721.180004180802,49.0013084411621,454.00003051757795,496.999908447266,529.0001220703119,558.999938964844,587.000061035156,613.0,641.999560546875,682.999938964844,760.000439453125,6848.52089065437,0.0,442.99716796875,700.0039672851559,914.001007080078,1112.99670410156,1285.99499511719,1467.99113769531,1663.99810791016,1908.99631347656,2260.00163574219,15766.350385400601,341.341013880003,0.7541377533498199,0.0312002745633445,0.0708114997876963,2.26957937962792,1977,4.0,6,OFFICE
96362,4900D4E5B4515230,2172175144,165374178,0.0,512.898022460938,670.999194335938,765.0001647949221,867.999633789062,1000.0015869140599,1157.99956054688,1351.99709472656,1656.9994140625,2232.993359375,7629.9410961036,4.6049412958382206e-06,512.999816894531,637.99951171875,710.9999389648441,795.999731445312,898.998657226562,1020.0000244140599,1177.9977905273402,1439.99765625,1944.1001464843803,7539.75820824708,52.000057220459006,365.000091552734,420.999816894531,482.000234985352,543.0,599.9998779296881,667.000427246094,760.3002380371091,921.000134277344,1281.09989013672,4976.7853152978605,0.00122239359188825,1356.00386962891,1684.00205078125,1906.00090332031,2154.00375976563,2386.99853515625,2603.99975585938,2808.99155273438,3016.9989746093797,3303.9789550781297,7662.20625945389,1759.07202277099,0.46778807270180106,0.0142936779064265,0.0186046511628108,1.30159999998644,1983,8.0,5,OFFICE
96371,0BBA64EC96B7824D,2207818588,165600540,7.459683729393871e-06,456.008193969727,650.000732421875,803.003631591797,945.9970092773441,1080.0,1207.00231933594,1348.99603271484,1514.994140625,1766.0021972656198,5330.79923095789,9.045348497993541e-11,391.002578735352,523.002502441406,623.002868652344,707.9946899414059,782.0022583007809,857.9943237304691,943.000122070312,1055.00158691406,1255.99371337891,5027.00669421435,221.000442504883,460.000091552734,495.000122070312,519.0,540.000061035156,561.000091552734,586.9996337890619,613.9998779296881,645.999755859375,696.9998168945309,1184.51535281378,2.39773817156674e-06,598.5069580078119,857.000732421875,1052.00103759766,1220.99401855469,1374.50372314453,1527.99755859375,1693.98962402344,1888.99255371094,2172.99267578125,5454.22227648988,741.3724201501731,0.587473388402662,0.0331779499306518,0.0238837339829872,0.7198676841971471,1982,6.0,1,OFFICE
96374,C48FE8077BB8B77D,2242175253,165647446,0.0,376.002563476562,602.997131347656,792.000946044922,964.9959106445309,1133.00091552734,1313.00402832031,1522.00897216797,1808.99743652344,2277.99243164062,16152.4909967774,0.0,369.007766723633,531.998840332031,664.000671386719,784.000366210938,906.99853515625,1047.00231933594,1216.99890136719,1461.99963378906,1870.00061035156,7833.648817361229,0.0009450397919863461,405.000152587891,500.999908447266,553.000244140625,601.000244140625,650.000061035156,708.999755859375,780.0000610351559,894.0001831054691,1132.49975585938,2750.06547670909,3.07953627876056e-11,816.998901367188,1168.9970703125,1419.00390625,1628.99841308594,1818.00280761719,2013.9978027343802,2241.99877929688,2528.99536132812,2940.99670410156,8122.3373966866,536.037960138209,0.362647861560399,0.0198765665212926,0.0340367597005385,1.71240639896619,1974,4.0,5,RETAIL
96377,076DB13A7F919465,2189338065,165406350,0.0,389.001150512695,562.997583007813,699.005505371094,830.996948242188,964.996459960938,1109.0048095703098,1276.00079345703,1479.99626464844,1810.99132080078,9434.49636025582,0.0,355.99941101074205,488.00093994140605,588.000549316406,669.001257324219,748.9993286132809,832.00439453125,934.997338867188,1072.59770507813,1321.00880126953,8829.9421405208,84.0004653930664,405.000091552734,443.999816894531,477.00021362304705,509.00003051757795,539.999603271484,568.999938964844,604.0028503417971,647.0,721.000122070312,2324.56169258309,3.8432113797171e-05,706.999017333984,995.00087890625,1210.00212402344,1395.99521484375,1578.50311279297,1768.99792480469,1976.0005371093803,2247.99482421875,2656.9986328125,9901.854776339029,160.89065000170402,0.455358671685771,0.059916117434119,0.0472366556449466,0.7883797827335159,1940,1.0,6,RETAIL
96412,FC39E672C5C2D628,2256186389,165790583,0.000257597188465297,580.9994445800779,799.00810546875,982.9982299804691,1167.00419921875,1357.00836181641,1541.9958984375,1751.9997436523402,2029.00080566406,2438.30036621094,8387.05366504925,1.48375456774374e-05,655.000286865234,775.9989624023441,898.999151611328,1030.00178222656,1177.99719238281,1336.00046386719,1528.00064697266,1754.99958496094,2096.00046386719,8912.18954898537,74.0006942749023,482.000164794922,564.9998779296881,630.0001220703119,705.000231933594,794.999877929688,874.0004272460941,957.898828124998,1079.0,1362.99995117187,3604.30542713139,0.000542664784006774,1359.00501708984,1689.9958496093802,1944.99930419922,2194.99873046875,2449.0048828125,2697.0013671875,2937.00766601563,3259.00556640625,3796.00129394531,7527.92272237359,4.03024999943469,0.43617424221215895,0.324675324569297,0.33333333332686604,1.02666666698202,1980,1.0,5,OTHER
